Name,Organization,Date,Location,Profile Link
Sokratis Giolias,"Thema 98.9, Troktiko","July 19, 2010",Greece,https://cpj.org/data/people/sokratis-giolias/
Soleil Balanga,Radio Monkoto Soso Aleli,"April 16, 2015",Democratic Republic of the Congo,https://cpj.org/data/people/soleil-balanga/
Sonny Alcantara,"""Quo Vadis San Pablo"" and Kokus","August 22, 2002",Philippines,https://cpj.org/data/people/sonny-alcantara/
Soran Mama Hama,Livin,"July 21, 2008",Iraq,https://cpj.org/data/people/soran-mama-hama/
Stan Storimans,RTL Nieuws,"August 12, 2008",Georgia,https://cpj.org/data/people/stan-storimans/
Stanislas Ocloo,Télévision Togolaise,"January 9, 2010",Angola,https://cpj.org/data/people/stanislas-ocloo/
Stephan Villeneuve,#5BisProduction,"June 19, 2017",Iraq,https://cpj.org/data/people/stephan-villeneuve/
Stephane Charbonnier (Charb),Charlie Hebdo,"January 7, 2015",France,https://cpj.org/data/people/stephane-charbonnier-charb/
Steven Sotloff,Freelance,"August or September, 2014",Syria,https://cpj.org/data/people/steven-sotloff/
Steven Vincent,freelance,"August 3, 2005",Iraq,https://cpj.org/data/people/steven-vincent/
Subash Chandraboas,Nilam,"April 16, 2007",Sri Lanka,https://cpj.org/data/people/subash-chandraboas/
Subramaniyam Sugitharajah,Sudar Oli,"January 24, 2006",Sri Lanka,https://cpj.org/data/people/subramaniyam-sugitharajah/
Sudad Faris,Salaheddin TV,"July 7, 2017",Iraq,https://cpj.org/data/people/sudad-faris/
Sudip Dutta Bhaumik,Syandan Patrika,"November 21, 2017",India,https://cpj.org/data/people/sudip-dutta-bhaumik/
Sufi Mohammad Khan,Ummat,"May 2, 2000",Pakistan,https://cpj.org/data/people/sufi-mohammad-khan/
Suhaib Adnan,Al-Baghdadia TV,"March 10, 2009",Iraq,https://cpj.org/data/people/suhaib-adnan/
Suhaib al-Heeti,Asiasat,"May 30, 2017",Iraq,https://cpj.org/data/people/suhaib-al-heeti/
Suhail Mahmoud al-Ali,Dunya TV,"January 4, 2013",Syria,https://cpj.org/data/people/suhail-mahmoud-al-ali/
Sulabh Srivastava,"ABP News,ABP Ganga","June 13, 2021",India,https://cpj.org/data/people/sulabh-srivastava/
Suleiman Abdul-Rahim al-Ashi,Palestine,"May 13, 2007",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/suleiman-abdul-rahim-al-ashi/
Sultan Mohammed Munadi,The New York Times,"September 9, 2009",Afghanistan,https://cpj.org/data/people/sultan-mohammed-munadi/
Sunday Gyang Bwede,The Light Bearer,"April 24, 2010",Nigeria,https://cpj.org/data/people/sunday-gyang-bwede/
Supian Ependiyev,Groznensky Rabochy,"October 27, 1999",Russia,https://cpj.org/data/people/supian-ependiyev/
Suresh Linbiyo,Voice of Tigers,"November 27, 2007",Sri Lanka,https://cpj.org/data/people/suresh-linbiyo/
Sylvain Gagnetau Lago,Radio Yopougon,"May 8, 2011",Ivory Coast,https://cpj.org/data/people/sylvain-gagnetau-lago/
T. Tharmalingam,Voice of Tigers,"November 27, 2007",Sri Lanka,https://cpj.org/data/people/t-tharmalingam/
Tabarali Saidaliev,Ba Pesh,"October 21, 1993",Tajikistan,https://cpj.org/data/people/tabarali-saidaliev/
Taha Shawkat Al-Halou,Freelance,"August 27, 2016",Syria,https://cpj.org/data/people/taha-shawkat-al-halou/
Tahar Djaout,Ruptures,"June 2, 1993",Algeria,https://cpj.org/data/people/tahar-djaout/
Tahir Awan,freelance,"January 4, 2009",Pakistan,https://cpj.org/data/people/tahir-awan/
Tahrir Kadhim Jawad,freelance,"October 4, 2010",Iraq,https://cpj.org/data/people/tahrir-kadhim-jawad/
Taimoor Khan,Samaa TV,"February 12, 2017",Pakistan,https://cpj.org/data/people/taimoor-khan/
Takieddin al-Hudhaifi,Al-Akhbariya,"May 26, 2017",Yemen,https://cpj.org/data/people/takieddin-al-hudhaifi/
Tamer Abdel Raouf,Al-Ahram,"August 19, 2013",Egypt,https://cpj.org/data/people/tamer-abdel-raouf/
Tamer al-Awam,Freelance,"September 9, 2012",Syria,https://cpj.org/data/people/tamer-al-awam/
Tamim Abu Muammar,Palestinian Broadcasting Corporation,"August 9, 2024",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/tamim-abu-muammar/
Tara Singh Hayer,Indo-Canadian Times,"November 18, 1998",Canada,https://cpj.org/data/people/tara-singh-hayer/
Taras Protsyuk,Reuters,"April 8, 2003",Iraq,https://cpj.org/data/people/taras-protsyuk/
Tarek El Sayed Abu Skheil,Al Quds,"March 18, 2024",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/tarek-el-sayed-abu-skheil/
Tareq AlSalhi,GazaLive,"October 15, 2024",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/tareq-alsalhi/
Tareq Ayyoub,Al-Jazeera,"April 8, 2003",Iraq,https://cpj.org/data/people/tareq-ayyoub/
Tariq Al-Maidna,Freelance,"January 29, 2024",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/tariq-al-maidna/
Tarun Kumar Acharya,"Kanak TV, Sambad","May 27, 2014",India,https://cpj.org/data/people/tarun-kumar-acharya/
Tasar Omer,Freelance,"June 27, 1993",Bosnia,https://cpj.org/data/people/tasar-omer/
Tasneem Bkheet,,"October 24, 2023",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/tasneem-bkheet/
Tavakkal Faizulloev,Subhi Yovon,"November 17, 1992",Tajikistan,https://cpj.org/data/people/tavakkal-faizulloev/
Tayeb Bouterfif,Algerian Radio,"October 16, 1994",Algeria,https://cpj.org/data/people/tayeb-bouterfif/
Tayson Lartigue,Tijén Journalis,"September 11, 2022",Haiti,https://cpj.org/data/people/tayson-lartigue/
Telman (Abdulla) Alishayev,TV-Chirkei,"September 2, 2008",Russia,https://cpj.org/data/people/telman-abdulla-alishayev/
Terry Lloyd,ITV News,"March 22, 2003",Iraq,https://cpj.org/data/people/terry-lloyd/
Thaer Ahmad Jaber,Baghdad TV,"April 5, 2007",Iraq,https://cpj.org/data/people/thaer-ahmad-jaber/
Thaer al-Ajlani,Sham FM; al-Watan,"July 27, 2015",Syria,https://cpj.org/data/people/thaer-al-ajlani/
Thaer Al-Ali,Rai al-Nas,"April 26, 2015",Iraq,https://cpj.org/data/people/thaer-al-ali/
Thaker al-Shouwili,Al-Shaabiya,"October 12, 2006",Iraq,https://cpj.org/data/people/thaker-al-shouwili/
Tharcisse Rubwiriza,Orinfor,"April 8 or 9, 1994",Rwanda,https://cpj.org/data/people/tharcisse-rubwiriza/
Thun Bun Ly,Odom K'tek Khmer,"May 18, 1996",Cambodia,https://cpj.org/data/people/thun-bun-ly/
Tihomir Tunukovic,BBC TV,"November 1, 1992",Bosnia,https://cpj.org/data/people/tihomir-tunukovic/
Tim Hetherington,Freelance,"April 20, 2011",Libya,https://cpj.org/data/people/tim-hetherington/
Tim Lopes,TV Globo,"June 3, 2002",Brazil,https://cpj.org/data/people/tim-lopes/
Tito Alberto Palma,Radio Mayor Otaño and Radio Chaco Boreal,"August 22, 2007",Paraguay,https://cpj.org/data/people/tito-alberto-palma/
Tou Chhom Mongkol,Antarakum,"June 11, 1994",Cambodia,https://cpj.org/data/people/tou-chhom-mongkol/
Tunde Oladepo,The Guardian,"February 26, 1998",Nigeria,https://cpj.org/data/people/tunde-oladepo/
Tura Kobilov,Bairaki Dusti,"June, 1992",Tajikistan,https://cpj.org/data/people/tura-kobilov/
Turad Mohamed al-Zahouri,Freelance,"February 20, 2014",Syria,https://cpj.org/data/people/turad-mohamed-al-zahouri/
U Hla Han,Kyemon,"September 27, 1999",Myanmar,https://cpj.org/data/people/u-hla-han/
U Tha Win,Kyemon,"October 2, 1999",Myanmar,https://cpj.org/data/people/u-tha-win/
Ugur Mumcu,Cumhuriyet,"January 24, 1993",Turkey,https://cpj.org/data/people/ugur-mumcu/
Ulf Strömberg,TV4,"November 26, 2001",Afghanistan,https://cpj.org/data/people/ulf-stromberg/
Uma Singh,"Janakpur Today, Radio Today","January 11, 2009",Nepal,https://cpj.org/data/people/uma-singh/
Umesh Rajput,Nai Dunia,"January 23, 2011",India,https://cpj.org/data/people/umesh-rajput/
Vadim Alferyev,Segodnyashnyaya Gazeta,"December 27, 1995",Russia,https://cpj.org/data/people/vadim-alferyev/
Vadym Komarov,Dzvin,"June 20, 2019",Ukraine,https://cpj.org/data/people/vadym-komarov/
Vagif Kochetkov,Trud and Tulsky Molodoi Kommunar,"January 8, 2006",Russia,https://cpj.org/data/people/vagif-kochetkov/
Valentín Valdés Espinosa,Zócalo de Saltillo,"January 8, 2010",Mexico,https://cpj.org/data/people/valentin-valdes-espinosa/
Valério Luiz de Oliveira,Rádio Jornal,"July 5, 2012",Brazil,https://cpj.org/data/people/valerio-luiz-de-oliveira/
Valery Ivanov,Tolyatinskoye Obozreniye,"April 29, 2002",Russia,https://cpj.org/data/people/valery-ivanov/
Vedat Erdemci,"Hawar News Agency (ANHA),Ronahi TV","October 11, 2019",Syria,https://cpj.org/data/people/vedat-erdemci/
Veeraboina Yadagiri,Andhra Prabha,"February 21, 2004",India,https://cpj.org/data/people/veeraboina-yadagiri/
Vénant Ntawucikayenda,TV Rwanda,"May 10, 1994",Rwanda,https://cpj.org/data/people/venant-ntawucikayenda/
Veronica Guerin,Sunday Independent,"June 26, 1996",Ireland,https://cpj.org/data/people/veronica-guerin/
Veronique Robert,#5BisProduction,"June 24, 2017",Iraq,https://cpj.org/data/people/veronique-robert/
Viatcheslav Rudnev,Freelancer,"February 17, 1995",Russia,https://cpj.org/data/people/viatcheslav-rudnev/
Víctor Hernández Martínez,Como,"July 26, 1997",Mexico,https://cpj.org/data/people/victor-hernandez-martinez/
Victor Hugo López Escobar,Radio Progreso,"September 12, 1994",Guatemala,https://cpj.org/data/people/victor-hugo-lopez-escobar/
Victor Nuñez,UNTV,"November 23, 2009",Philippines,https://cpj.org/data/people/victor-nunez/
Vijay Pratap Singh,Indian Express,"July 20, 2010",India,https://cpj.org/data/people/vijay-pratap-singh/
Vikas Ranjan,Hindustan,"November 25, 2008",India,https://cpj.org/data/people/vikas-ranjan/
Viktor Dedov,Sigma TV,"March 11, 2022",Ukraine,https://cpj.org/data/people/viktor-dedov/
Viktor Mikhailov,Zabaikalsky Rabochy,"May 12, 1996",Russia,https://cpj.org/data/people/viktor-mikhailov/
Viktor Nikulin,Russian Public TV (ORT),"March 28, 1996",Tajikistan,https://cpj.org/data/people/viktor-nikulin/
Viktor Pimenov,Vaynakh Television,"March 11, 1996",Russia,https://cpj.org/data/people/viktor-pimenov/
Viktoria Roshchina,Freelance,"September 19, 2024",Russia,https://cpj.org/data/people/viktoria-roshchina-2/
Vincent Francis,Worldwide Television News (WTN),"April 5, 1995",Burundi,https://cpj.org/data/people/vincent-francis/
Vincent Rodriguez,DZMM Radio,"May 23, 2000",Philippines,https://cpj.org/data/people/vincent-rodriguez/
Vincent Rwabukwisi,Kanguka,"April 10-12, 1994",Rwanda,https://cpj.org/data/people/vincent-rwabukwisi/
Vira Hyrych,Radio Free Europe/Radio Liberty,"April 28, 2022",Ukraine,https://cpj.org/data/people/vira-hyrych/
Virgilio Fernández,El Universal,"November 27, 1992",Venezuela,https://cpj.org/data/people/virgilio-fernandez/
Virgilio Maganes,"DWPR Radio,Northern Watch","November 10, 2020",Philippines,https://cpj.org/data/people/virgilio-maganes/
Vitas Lingis,Republica,"October 12, 1993",Lithuania,https://cpj.org/data/people/vitas-lingis/
Vladimir Drobyshev,Nature and Man,"October 3, 1993",Russia,https://cpj.org/data/people/vladimir-drobyshev/
Vladimir Ivanov,The Glory of Sevastopol,"April 18, 1995",Ukraine,https://cpj.org/data/people/vladimir-ivanov/
Vladimir Kirsanov,Kurganskiye Vesti,"May 17, 2001",Russia,https://cpj.org/data/people/vladimir-kirsanov/
Vladimir Yatsina,ITAR-TASS,"February 20, 2000",Russia,https://cpj.org/data/people/vladimir-yatsina/
Vladimir Zhitarenko,Krasnaya Zvezda,"January 1, 1995",Russia,https://cpj.org/data/people/vladimir-zhitarenko/
Vladislav Listyev,Russian Public TV (ORT),"March 1, 1995",Russia,https://cpj.org/data/people/vladislav-listyev/
Volker Handloik,freelance reporter,"November 11, 2001",Afghanistan,https://cpj.org/data/people/volker-handloik/
Volker Kraemer,Stern,"June 13, 1999",Yugoslavia,https://cpj.org/data/people/volker-kraemer/
Vyacheslav Veremiy,Vesti,"February 19, 2014",Ukraine,https://cpj.org/data/people/vyacheslav-veremiy/
Wadallah Sarhan,Akhbar al-Mosul,"November, 2004",Iraq,https://cpj.org/data/people/wadallah-sarhan/
Wadih Sa'ad al-Hamdani,Baghdad TV,"November 27, 2013",Iraq,https://cpj.org/data/people/wadih-saad-al-hamdani/
Wael al-Absi,Yemen TV,"May 26, 2017",Yemen,https://cpj.org/data/people/wael-al-absi/
Wael Mikhael,Al-Tareeq,"October 9, 2011",Egypt,https://cpj.org/data/people/wael-mikhael/
Wafa Al-Udaini,,"September 29, 2024",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/wafa-al-udaini/
Wafaa Abu Dabaan,,"July 6, 2024",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/wafaa-abu-dabaan/
Waldemar Milewicz,TVP,"May 7, 2004",Iraq,https://cpj.org/data/people/waldemar-milewicz/
Waleed Khaled,Reuters,"August 28, 2005",Iraq,https://cpj.org/data/people/waleed-khaled/
Walgney Assis Carvalho,Freelance,"April 14, 2013",Brazil,https://cpj.org/data/people/walgney-assis-carvalho/
Wali Khan Babar,Geo TV,"January 13, 2011",Pakistan,https://cpj.org/data/people/wali-khan-babar/
Walid Jamil Amira,Jobar Media Center,"March 3, 2013",Syria,https://cpj.org/data/people/walid-jamil-amira/
Wasem Aledel,Maarat Media Center,"October 23, 2015",Syria,https://cpj.org/data/people/wasem-aledel/
Washiqur Rahman Babu,Freelance,"March 30, 2015",Bangladesh,https://cpj.org/data/people/washiqur-rahman-babu/
Wassan Al-Azzawi,Salaheddin TV,"December 23, 2013",Iraq,https://cpj.org/data/people/wassan-al-azzawi/
Wendi Winters,Capital Gazette,"June 28, 2018",USA,https://cpj.org/data/people/wendi-winters/
Wilguens Louis-Saint,"Télé Patriote,Tambou Verité","January 6, 2022",Haiti,https://cpj.org/data/people/wilguens-louis-saint/
William Biggart,freelance,"September 11, 2001",USA,https://cpj.org/data/people/william-biggart/
Wilson Ndayambadje,National Rwanda Radio and TV,"January 28, 1998",Rwanda,https://cpj.org/data/people/wilson-ndayambadje/
Win Htut Oo,Democratic Voice of Burma,"August 20, 2024",Myanmar,https://cpj.org/data/people/win-htut-oo/
Winifrida Mukamana,Reba Videwo,"April 7, 1994",Rwanda,https://cpj.org/data/people/winifrida-mukamana/
Wissam Ali Ouda,Al-Afaq,"May 21, 2008",Iraq,https://cpj.org/data/people/wissam-ali-ouda/
Wissam Kassem,Al-Manar TV,"October 25, 2024",Lebanon,https://cpj.org/data/people/wissam-kassem/
"Wisut ""Ae"" Tangwittayaporn",Inside Phuket,"January 12, 2012",Thailand,https://cpj.org/data/people/wisut-ae-tangwittayaporn/
Withayut Sangsopit,Freelancer,"April 10, 2001",Thailand,https://cpj.org/data/people/withayut-sangsopit/
Wu Xianghu,Taizhou Wanbao,"February 2, 2006",China,https://cpj.org/data/people/wu-xianghu/
Xu Xinghu,The Guangming Daily,"May 8, 1999",Yugoslavia,https://cpj.org/data/people/xu-xinghu/
Yacoup Al-Borsh,Namaa Radio,"November 13, 2023",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/yacoup-al-borsh/
Yahia Djamel Benzaghou,"El Moudjahid, Algerian Press Service","March 19, 1994",Algeria,https://cpj.org/data/people/yahia-djamel-benzaghou/
Yahya Abdul Hamid,Radio Rasheed,"September 12, 2015",Iraq,https://cpj.org/data/people/yahya-abdul-hamid/
Yahya Abu Manih,Al-Aqsa Voice Radio,"November 7, 2023",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/yahya-abu-manih/
Yahya Orhan,Ozgur Gundem,"July 31, 1992",Turkey,https://cpj.org/data/people/yahya-orhan/
Yameen Rasheed,The Daily Panic,"April 23, 2017",Maldives,https://cpj.org/data/people/yameen-rasheed/
Yaniv Zohar,Israel Hayom,"October 7, 2023",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/yaniv-zohar/
Yar Mohammad Tokhi,TOLO News,"April 30, 2018",Afghanistan,https://cpj.org/data/people/yar-mohammad-tokhi/
Yara Abbas,Al-Ikhbariya,"May 27, 2013",Syria,https://cpj.org/data/people/yara-abbas/
Yaser Murtaja,Ain Media,"April 7, 2018",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/yaser-murtaja/
Yasmina Brikh,Algerian Radio,"September 4, 1995",Algeria,https://cpj.org/data/people/yasmina-brikh/
Yasmina Drici,Le Soir d'Alégrie,"July 10, 1994",Algeria,https://cpj.org/data/people/yasmina-drici/
Yasser Abu Namous,Al-Sahel,"October 27, 2023",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/yasser-abu-namous/
Yasser Faisal al-Jumaili,Freelance,"December 4, 2013",Syria,https://cpj.org/data/people/yasser-faisal-al-jumaili/
Yasser Mamdouh El-Fady,Kan'an news agency,"February 11, 2024",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/yasser-mamdouh-el-fady/
Yazan al-Zuweidi,Al-Ghad,"January 14, 2024",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/yazan-al-zuweidi/
Yevhenii Sakun,LIVE,"March 1, 2022",Ukraine,https://cpj.org/data/people/yevhenii-sakun/
Youcef Sebti,Freelancer,"December 27, 1992",Algeria,https://cpj.org/data/people/youcef-sebti/
Yousef el-Dous,Orient News,"December 8, 2014",Syria,https://cpj.org/data/people/yousef-el-dous/
Yousef Maher Dawas,Freelance,"October 14, 2023",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/yousef-maher-dawas/
Youssef Adel Bakri (Youssef Abu Jad),Halab News Network,"February 15, 2013",Syria,https://cpj.org/data/people/youssef-adel-bakri-youssef-abu-jad/
Youssef al-Ayzari,Suhail TV,"May 21, 2015",Yemen,https://cpj.org/data/people/youssef-al-ayzari/
Youssef Younis,Freelance,"April 24, 2013",Syria,https://cpj.org/data/people/youssef-younis/
Yuri Shchekochikhin,Novaya Gazeta,"July 3, 2003",Russia,https://cpj.org/data/people/yuri-shchekochikhin/
Yuri Soltis,Interfax,"June 12, 1994",Russia,https://cpj.org/data/people/yuri-soltis/
Yussef Sabri,Biladi,"March 7, 2007",Iraq,https://cpj.org/data/people/yussef-sabri/
Yusuf Ahmed Abukar,"Radio Ergo, Mustaqbal Radio","June 21, 2014",Somalia,https://cpj.org/data/people/yusuf-ahmed-abukar/
Yusuf Ahmed Deeb,Liwaa Al-Fatih,"September 16, 2012",Syria,https://cpj.org/data/people/yusuf-ahmed-deeb/
Yvan Scopan,TF-1 Television Company,"October 3, 1993",Russia,https://cpj.org/data/people/yvan-scopan/
Yves Debay,Assault,"January 17, 2013",Syria,https://cpj.org/data/people/yves-debay/
Z.A. Shahid,Khabrain,"January 18, 1997",Pakistan,https://cpj.org/data/people/z-a-shahid/
Zabihullah Tamanna,National Public Radio,"June 5, 2016",Afghanistan,https://cpj.org/data/people/zabihullah-tamanna/
Zachary “ZackTV” Stoner,zacktv1,"May 30, 2018",USA,https://cpj.org/data/people/zachary-zacktv-stoner/
Zaher al-Shurqat,Aleppo Today,"April 12, 2016",Turkey,https://cpj.org/data/people/zaher-al-shurqat/
Zaher Mtawe'e,Zebdine Coordination Committee,"November 22, 2014",Syria,https://cpj.org/data/people/zaher-mtawee/
Zahra Kazemi,freelance,"July 10, 2003",Iran,https://cpj.org/data/people/zahra-kazemi/
Zahraa Abu Skheil,Al-Elamya News Agency,"November 9, 2024",Israel and the Occupied Palestinian Territory,https://cpj.org/data/people/zahraa-abu-skheil/
Zakaria Ibrahim,Al-Jazeera,"December 7, 2015",Syria,https://cpj.org/data/people/zakaria-ibrahim/
Zakariya Isa,Nigeria Television Authority,"October 22, 2011",Nigeria,https://cpj.org/data/people/zakariya-isa/
Zakariya Rashid Hassan al-Ashiri,Freelance,"April 9, 2011",Bahrain,https://cpj.org/data/people/zakariya-rashid-hassan-al-ashiri/
Zakia Zaki,Sada-i-Sulh,"June 4, 2007",Afghanistan,https://cpj.org/data/people/zakia-zaki/
Zaman Mehsud,"Daily Ummat, Daily Nai Baat","November 3, 2015",Pakistan,https://cpj.org/data/people/zaman-mehsud/
